CODE_A,TITLE_A,SUBCODE_A,SUBTITLE_A,CODE_B,TITLE_B,SUBCODE_B,SUBTITLE_B,ACTION
R601E_2,Jumlah Sekolah SMK/sederajat Negeri,-,-,R601E_2,Jumlah Sekolah SMK/sederajat Negeri,-,-,match
R601E_3,Jumlah Sekolah SMK/sederajat Swasta,-,-,R601E_3,Jumlah Sekolah SMK/sederajat Swasta,-,-,match
R601E_4,Jarak ke Sekolah SMK/sederajat terdekat,-,-,R601E_4,Jarak ke Sekolah SMK/sederajat terdekat,-,-,match
R601F_2,Jumlah Sekolah Akademi/Perguruan Tinggi yang sederajat Negeri,-,-,R601F_2,Jumlah Sekolah Akademi/Perguruan Tinggi yang sederajat Negeri,-,-,match
R601F_3,Jumlah Sekolah Akademi/Perguruan Tinggi yang sederajat Swasta,-,-,R601F_3,Jumlah Sekolah Akademi/Perguruan Tinggi yang sederajat Swasta,-,-,match
R601G_2,Jumlah Sekolah Sekolah Luar Biasa Negeri,-,-,R601G_2,Jumlah Sekolah Sekolah Luar Biasa Negeri,-,-,match
R601G_3,Jumlah Sekolah Sekolah Luar Biasa Swasta,-,-,R601G_3,Jumlah Sekolah Sekolah Luar Biasa Swasta,-,-,match
R601H,Jumlah Sekolah Pondok Pesantren Swasta,-,-,R601H,Jumlah Sekolah Pondok Pesantren Swasta,-,-,match
R601I,Jumlah Sekolah Madrasah Diniyah Swasta,-,-,R601I,Jumlah Sekolah Madrasah Diniyah Swasta,-,-,match
R601J,Jumlah Sekolah Seminari/sejenisnya Swasta,-,-,R601J,Jumlah Sekolah Seminari/sejenisnya Swasta,-,-,match
R602A_2,Jenis Keterampilan : a. Bahasa asing,1,Ada,R602A_2,Jenis Keterampilan : a. Bahasa asing,1,Ada,match
R602A_2,Jenis Keterampilan : a. Bahasa asing,2,Tidak,R602A_2,Jenis Keterampilan : a. Bahasa asing,2,Tidak,match
R602A_3,"Jika Ada, jumlah",-,-,R602A_3,"Jika Ada, jumlah",-,-,match
R602B_2,Jenis Keterampilan : b. Komputer,1,Ada,R602B_2,Jenis Keterampilan : b. Komputer,1,Ada,match
R602B_2,Jenis Keterampilan : b. Komputer,2,Tidak,R602B_2,Jenis Keterampilan : b. Komputer,2,Tidak,match
R602B_3,"Jika Ada, jumlah",-,-,R602B_3,"Jika Ada, jumlah",-,-,match
R602C_2,Jenis Keterampilan : c. Menjahut/Tata Busana,1,Ada,R602C_2,Jenis Keterampilan : c. Menjahut/Tata Busana,1,Ada,match
R602C_2,Jenis Keterampilan : c. Menjahut/Tata Busana,2,Tidak,R602C_2,Jenis Keterampilan : c. Menjahut/Tata Busana,2,Tidak,match
R602C_3,"Jika Ada, jumlah",-,-,R602C_3,"Jika Ada, jumlah",-,-,match
R602D_2,Jenis Keterampilan : d. Kecantikan,1,Ada,R602D_2,Jenis Keterampilan : d. Kecantikan,1,Ada,match
R602D_2,Jenis Keterampilan : d. Kecantikan,2,Tidak,R602D_2,Jenis Keterampilan : d. Kecantikan,2,Tidak,match
R602D_3,"Jika Ada, jumlah",-,-,R602D_3,"Jika Ada, jumlah",-,-,match
R602E_2,Jenis Keterampilan : e. Montir Mobil/Motor,1,Ada,R602E_2,Jenis Keterampilan : e. Montir Mobil/Motor,1,Ada,match
R602E_2,Jenis Keterampilan : e. Montir Mobil/Motor,2,Tidak,R602E_2,Jenis Keterampilan : e. Montir Mobil/Motor,2,Tidak,match
R602E_3,"Jika Ada, jumlah",-,-,R602E_3,"Jika Ada, jumlah",-,-,match
R602F_2,Jenis Keterampilan : f. Elektronik,1,Ada,R602F_2,Jenis Keterampilan : f. Elektronik,1,Ada,match
R602F_2,Jenis Keterampilan : f. Elektronik,2,Tidak,R602F_2,Jenis Keterampilan : f. Elektronik,2,Tidak,match
R602F_3,"Jika Ada, jumlah",-,-,R602F_3,"Jika Ada, jumlah",-,-,match
R602G_2,Jenis Keterampilan : g. Lainnya,1,Ada,R602G_2,Jenis Keterampilan : g. Lainnya,1,Ada,match
R602G_2,Jenis Keterampilan : g. Lainnya,2,Tidak,R602G_2,Jenis Keterampilan : g. Lainnya,2,Tidak,match
R602G_3,"Jika Ada, jumlah",-,-,R602G_3,"Jika Ada, jumlah",-,-,match
R603A,Pemberantasan buta aksara/keaksaraan fungsional dalam 3 tahun terakhir:,1,Ada,R603A,Pemberantasan buta aksara/keaksaraan fungsional dalam 3 tahun terakhir:,1,Ada,match
R603A,Pemberantasan buta aksara/keaksaraan fungsional dalam 3 tahun terakhir:,2,Tidak,R603A,Pemberantasan buta aksara/keaksaraan fungsional dalam 3 tahun terakhir:,2,Tidak,match
R603B,Pos Pendidikan Anak Usia Dini (PAUD),1,Ada,R603B,Pos Pendidikan Anak Usia Dini (PAUD),1,Ada,match
R603B,Pos Pendidikan Anak Usia Dini (PAUD),2,Tidak,R603B,Pos Pendidikan Anak Usia Dini (PAUD),2,Tidak,match
R603C,Taman Bacaan Masyarakat (TBM),1,Ada,R603C,Taman Bacaan Masyarakat (TBM),1,Ada,match
R603C,Taman Bacaan Masyarakat (TBM),2,Tidak,R603C,Taman Bacaan Masyarakat (TBM),2,Tidak,match
R604A_2,Sarana Kesehatan : a. Rumah sakit,1,Ada,R604A_2,Sarana Kesehatan : a. Rumah sakit,1,Ada,match
R604A_2,Sarana Kesehatan : a. Rumah sakit,2,Tidak,R604A_2,Sarana Kesehatan : a. Rumah sakit,2,Tidak,match
R604A_4,Jarak ke Sarana Kesehatan terdekat : a. Rumah sakit,-,-,R604A_4,Jarak ke Sarana Kesehatan terdekat : a. Rumah sakit,-,-,match
R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,1,Sangat mudah,R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,1,Sangat mudah,match
R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,2,Mudah,R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,2,Mudah,match
R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,3,Sulit,R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,3,Sulit,match
R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,4,Sangat sulit,R604A_5,Kemudahan untuk mencapai : a. Rumah sakit,4,Sangat sulit,match
R604B_2,Sarana Kesehatan : b. Rumah sakit bersalin/Rumah bersalin,1,Ada,R604B_2,Sarana Kesehatan : b. Rumah sakit bersalin/Rumah bersalin,1,Ada,match
R604B_2,Sarana Kesehatan : b. Rumah sakit bersalin/Rumah bersalin,2,Tidak,R604B_2,Sarana Kesehatan : b. Rumah sakit bersalin/Rumah bersalin,2,Tidak,match
R604B_4,Jarak ke Sarana Kesehatan terdekat : b. Rumah sakit bersalin/Rumah bersalin,-,-,R604B_4,Jarak ke Sarana Kesehatan terdekat : b. Rumah sakit bersalin/Rumah bersalin,-,-,match
R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,1,Sangat mudah,R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,1,Sangat mudah,match
R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,2,Mudah,R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,2,Mudah,match
R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,3,Sulit,R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,3,Sulit,match
R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,4,Sangat sulit,R604B_5,Kemudahan untuk mencapai : b. Rumah sakit bersalin/Rumah bersalin,4,Sangat sulit,match
R604C_2,Sarana Kesehatan : c. Poliklinik/Balai pengobatan,1,Ada,R604C_2,Sarana Kesehatan : c. Poliklinik/Balai pengobatan,1,Ada,match
R604C_2,Sarana Kesehatan : c. Poliklinik/Balai pengobatan,2,Tidak,R604C_2,Sarana Kesehatan : c. Poliklinik/Balai pengobatan,2,Tidak,match
R604C_4,Jarak ke Sarana Kesehatan terdekat : c. Poliklinik/Balai pengobatan,-,-,R604C_4,Jarak ke Sarana Kesehatan terdekat : c. Poliklinik/Balai pengobatan,-,-,match
R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,1,Sangat mudah,R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,1,Sangat mudah,match
R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,2,Mudah,R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,2,Mudah,match
R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,3,Sulit,R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,3,Sulit,match
R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,4,Sangat sulit,R604C_5,Kemudahan untuk mencapai : c. Poliklinik/Balai pengobatan,4,Sangat sulit,match
R604D_2,Sarana Kesehatan : d. Puskesmas,1,Ada,R604D_2,Sarana Kesehatan : d. Puskesmas,1,Ada,match
R604D_2,Sarana Kesehatan : d. Puskesmas,2,Tidak,R604D_2,Sarana Kesehatan : d. Puskesmas,2,Tidak,match
R604D_4,Jarak ke Sarana Kesehatan terdekat : d. Puskesmas,-,-,R604D_4,Jarak ke Sarana Kesehatan terdekat : d. Puskesmas,-,-,match
R604D_5,Kemudahan untuk mencapai : d. Puskesmas,1,Sangat mudah,R604D_5,Kemudahan untuk mencapai : d. Puskesmas,1,Sangat mudah,match
R604D_5,Kemudahan untuk mencapai : d. Puskesmas,2,Mudah,R604D_5,Kemudahan untuk mencapai : d. Puskesmas,2,Mudah,match
R604D_5,Kemudahan untuk mencapai : d. Puskesmas,3,Sulit,R604D_5,Kemudahan untuk mencapai : d. Puskesmas,3,Sulit,match
R604D_5,Kemudahan untuk mencapai : d. Puskesmas,4,Sangat sulit,R604D_5,Kemudahan untuk mencapai : d. Puskesmas,4,Sangat sulit,match
R604E_2,Sarana Kesehatan : e. Puskesmas pembantu,1,Ada,R604E_2,Sarana Kesehatan : e. Puskesmas pembantu,1,Ada,match
R604E_2,Sarana Kesehatan : e. Puskesmas pembantu,2,Tidak,R604E_2,Sarana Kesehatan : e. Puskesmas pembantu,2,Tidak,match
R604E_4,Jarak ke Sarana Kesehatan terdekat : e. Puskesmas pembantu,-,-,R604E_4,Jarak ke Sarana Kesehatan terdekat : e. Puskesmas pembantu,-,-,match
R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,1,Sangat mudah,R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,1,Sangat mudah,match
R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,2,Mudah,R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,2,Mudah,match
R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,3,Sulit,R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,3,Sulit,match
R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,4,Sangat sulit,R604E_5,Kemudahan untuk mencapai : e. Puskesmas pembantu,4,Sangat sulit,match
R604F_2,Sarana Kesehatan : f. Tempat praktek dokter,1,Ada,R604F_2,Sarana Kesehatan : f. Tempat praktek dokter,1,Ada,match
R604F_2,Sarana Kesehatan : f. Tempat praktek dokter,2,Tidak,R604F_2,Sarana Kesehatan : f. Tempat praktek dokter,2,Tidak,match
R604F_4,Jarak ke Sarana Kesehatan terdekat : f. Tempat praktek dokter,-,-,R604F_4,Jarak ke Sarana Kesehatan terdekat : f. Tempat praktek dokter,-,-,match
R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,1,Sangat mudah,R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,1,Sangat mudah,match
R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,2,Mudah,R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,2,Mudah,match
R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,3,Sulit,R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,3,Sulit,match
R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,4,Sangat sulit,R604F_5,Kemudahan untuk mencapai : f. Tempat praktek dokter,4,Sangat sulit,match
R604G_2,Sarana Kesehatan : g. Tempat praktek bidan,1,Ada,R604G_2,Sarana Kesehatan : g. Tempat praktek bidan,1,Ada,match
R604G_2,Sarana Kesehatan : g. Tempat praktek bidan,2,Tidak,R604G_2,Sarana Kesehatan : g. Tempat praktek bidan,2,Tidak,match
R604G_4,Jarak ke Sarana Kesehatan terdekat : g. Tempat praktek bidan,-,-,R604G_4,Jarak ke Sarana Kesehatan terdekat : g. Tempat praktek bidan,-,-,match
R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,1,Sangat mudah,R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,1,Sangat mudah,match
R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,2,Mudah,R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,2,Mudah,match
R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,3,Sulit,R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,3,Sulit,match
R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,4,Sangat sulit,R604G_5,Kemudahan untuk mencapai : g. Tempat praktek bidan,4,Sangat sulit,match
R604H_2,Sarana Kesehatan : h. Poskesdes,1,Ada,R604H_2,Sarana Kesehatan : h. Poskesdes,1,Ada,match
R604H_2,Sarana Kesehatan : h. Poskesdes,2,Tidak,R604H_2,Sarana Kesehatan : h. Poskesdes,2,Tidak,match
R604H_3,"Jika ada, sebutkan jumlahnya",-,-,R604H_3,"Jika ada, sebutkan jumlahnya",-,-,match
R604H_4,Jarak ke Sarana Kesehatan terdekat : h. Poskesdes,-,-,R604H_4,Jarak ke Sarana Kesehatan terdekat : h. Poskesdes,-,-,match
R604H_5,Kemudahan untuk mencapai : h. Poskesdes,1,Sangat mudah,R604H_5,Kemudahan untuk mencapai : h. Poskesdes,1,Sangat mudah,match
R604H_5,Kemudahan untuk mencapai : h. Poskesdes,2,Mudah,R604H_5,Kemudahan untuk mencapai : h. Poskesdes,2,Mudah,match
R604H_5,Kemudahan untuk mencapai : h. Poskesdes,3,Sulit,R604H_5,Kemudahan untuk mencapai : h. Poskesdes,3,Sulit,match
R604H_5,Kemudahan untuk mencapai : h. Poskesdes,4,Sangat sulit,R604H_5,Kemudahan untuk mencapai : h. Poskesdes,4,Sangat sulit,match
R604I_2,Sarana Kesehatan : i. Polindes,1,Ada,R604I_2,Sarana Kesehatan : i. Polindes,1,Ada,match
R604I_2,Sarana Kesehatan : i. Polindes,2,Tidak,R604I_2,Sarana Kesehatan : i. Polindes,2,Tidak,match
R604I_3,"Jika ada, sebutkan jumlahnya",-,-,R604I_3,"Jika ada, sebutkan jumlahnya",-,-,match
R604I_4,Jarak ke Sarana Kesehatan terdekat : i. Polindes,-,-,R604I_4,Jarak ke Sarana Kesehatan terdekat : i. Polindes,-,-,match
R604I_5,Kemudahan untuk mencapai : i. Polindes,1,Sangat mudah,R604I_5,Kemudahan untuk mencapai : i. Polindes,1,Sangat mudah,match
R604I_5,Kemudahan untuk mencapai : i. Polindes,2,Mudah,R604I_5,Kemudahan untuk mencapai : i. Polindes,2,Mudah,match
R604I_5,Kemudahan untuk mencapai : i. Polindes,3,Sulit,R604I_5,Kemudahan untuk mencapai : i. Polindes,3,Sulit,match
R604I_5,Kemudahan untuk mencapai : i. Polindes,4,Sangat sulit,R604I_5,Kemudahan untuk mencapai : i. Polindes,4,Sangat sulit,match
R604J_2,Sarana Kesehatan : j. Posyandu,1,Ada,R604J_2,Sarana Kesehatan : j. Posyandu,1,Ada,match
R604J_2,Sarana Kesehatan : j. Posyandu,2,Tidak,R604J_2,Sarana Kesehatan : j. Posyandu,2,Tidak,match
R604J_3,"Jika ada, sebutkan jumlahnya",-,-,R604J_3,"Jika ada, sebutkan jumlahnya",-,-,match
R604K_2,Sarana Kesehatan : k. Apotek,1,Ada,R604K_2,Sarana Kesehatan : k. Apotek,1,Ada,match
R604K_2,Sarana Kesehatan : k. Apotek,2,Tidak,R604K_2,Sarana Kesehatan : k. Apotek,2,Tidak,match
R604K_3,"Jika ada, sebutkan jumlahnya",-,-,R604K_3,"Jika ada, sebutkan jumlahnya",-,-,match
R604K_4,Jarak ke Sarana Kesehatan terdekat : k. Apotek,-,-,R604K_4,Jarak ke Sarana Kesehatan terdekat : k. Apotek,-,-,match
R604K_5,Kemudahan untuk mencapai : k. Apotek,1,Sangat mudah,R604K_5,Kemudahan untuk mencapai : k. Apotek,1,Sangat mudah,match
R604K_5,Kemudahan untuk mencapai : k. Apotek,2,Mudah,R604K_5,Kemudahan untuk mencapai : k. Apotek,2,Mudah,match
R604K_5,Kemudahan untuk mencapai : k. Apotek,3,Sulit,R604K_5,Kemudahan untuk mencapai : k. Apotek,3,Sulit,match
R604K_5,Kemudahan untuk mencapai : k. Apotek,4,Sangat sulit,R604K_5,Kemudahan untuk mencapai : k. Apotek,4,Sangat sulit,match
R604L_2,Sarana Kesehatan : l. Toko khusus obat/jamu,-,-,R604L_2,Sarana Kesehatan : l. Toko khusus obat/jamu,-,-,match
R604L_3,"Jika ada, sebutkan jumlahnya",-,-,R604L_3,"Jika ada, sebutkan jumlahnya",-,-,match
R604L_4,Jarak ke Sarana Kesehatan terdekat : l. Toko khusus obat/jamu,-,-,R604L_4,Jarak ke Sarana Kesehatan terdekat : l. Toko khusus obat/jamu,-,-,match
R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,1,Sangat mudah,R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,1,Sangat mudah,match
R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,2,Mudah,R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,2,Mudah,match
R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,3,Sulit,R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,3,Sulit,match
R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,4,Sangat sulit,R604L_5,Kemudahan untuk mencapai : l. Toko khusus obat/jamu,4,Sangat sulit,match
R605A,Kegiatan Posyandu,1,Seluruhnya aktif,R605A,Kegiatan Posyandu,1,Seluruhnya aktif,match
R605A,Kegiatan Posyandu,2,Sebagian aktif,R605A,Kegiatan Posyandu,2,Sebagian aktif,match
R605A,Kegiatan Posyandu,3,Tidak ada yang aktif,R605A,Kegiatan Posyandu,3,Tidak ada yang aktif,match
R605B,Diadakan setiap,1,Satu bulan,R605B,Diadakan setiap,1,Satu bulan,match
R605B,Diadakan setiap,2,Lebih dari satu bulan,R605B,Diadakan setiap,2,Lebih dari satu bulan,match
R606A1,Dokter Pria,-,-,R606A1,Dokter Pria,-,-,match
R606A2,Dokter Wanita,-,-,R606A2,Dokter Wanita,-,-,match
R606B,Dokter Gigi,-,-,R606B,Dokter Gigi,-,-,match
R606C,Bidan,-,-,R606C,Bidan,-,-,match
R606D,Tenaga kesehatan lainnya (Mantri Kesehatan),-,-,R606D,Tenaga kesehatan lainnya (Mantri Kesehatan),-,-,match
R606E,Dukun bayi,-,-,R606E,Dukun bayi,-,-,match
R607A_2,Wabah penyakit selama setahun terakhir : a. Muntaber/Diare,1,Ada,R607A_2,Wabah penyakit selama setahun terakhir : a. Muntaber/Diare,1,Ada,match
R607A_2,Wabah penyakit selama setahun terakhir : a. Muntaber/Diare,2,Tidak,R607A_2,Wabah penyakit selama setahun terakhir : a. Muntaber/Diare,2,Tidak,match
R607A_3,Jumlah penderita : a. Muntaber/Diare,-,-,R607A_3,Jumlah penderita : a. Muntaber/Diare,-,-,match
R607A_4,Jumlah yang meninggal :  a. Muntaber/Diare,-,-,R607A_4,Jumlah yang meninggal :  a. Muntaber/Diare,-,-,match
R607B_2,Wabah penyakit selama setahun terakhir : b. Demam Berdarah,1,Ada,R607B_2,Wabah penyakit selama setahun terakhir : b. Demam Berdarah,1,Ada,match
R607B_2,Wabah penyakit selama setahun terakhir : b. Demam Berdarah,2,Tidak,R607B_2,Wabah penyakit selama setahun terakhir : b. Demam Berdarah,2,Tidak,match
R607B_3,Jumlah penderita : b. Demam Berdarah,-,-,R607B_3,Jumlah penderita : b. Demam Berdarah,-,-,match
R607B_4,Jumlah yang meninggal :  b. Demam Berdarah,-,-,R607B_4,Jumlah yang meninggal :  b. Demam Berdarah,-,-,match
R607C_2,Wabah penyakit selama setahun terakhir : c. Campak,1,Ada,R607C_2,Wabah penyakit selama setahun terakhir : c. Campak,1,Ada,match
R607C_2,Wabah penyakit selama setahun terakhir : c. Campak,2,Tidak,R607C_2,Wabah penyakit selama setahun terakhir : c. Campak,2,Tidak,match
R607C_3,Jumlah penderita : c. Campak,-,-,R607C_3,Jumlah penderita : c. Campak,-,-,match
R607C_4,Jumlah yang meninggal :  c. Campak,-,-,R607C_4,Jumlah yang meninggal :  c. Campak,-,-,match
R607D_2,Wabah penyakit selama setahun terakhir : d. ISPA,1,Ada,R607D_2,Wabah penyakit selama setahun terakhir : d. ISPA,1,Ada,match
R607D_2,Wabah penyakit selama setahun terakhir : d. ISPA,2,Tidak,R607D_2,Wabah penyakit selama setahun terakhir : d. ISPA,2,Tidak,match
R607D_3,Jumlah penderita : d. ISPA,-,-,R607D_3,Jumlah penderita : d. ISPA,-,-,match
R607D_4,Jumlah yang meninggal :  d. ISPA,-,-,R607D_4,Jumlah yang meninggal :  d. ISPA,-,-,match
R607E_2,Wabah penyakit selama setahun terakhir : e. Malaria,1,Ada,R607E_2,Wabah penyakit selama setahun terakhir : e. Malaria,1,Ada,match
R607E_2,Wabah penyakit selama setahun terakhir : e. Malaria,2,Tidak,R607E_2,Wabah penyakit selama setahun terakhir : e. Malaria,2,Tidak,match
R607E_3,Jumlah penderita : e. Malaria,-,-,R607E_3,Jumlah penderita : e. Malaria,-,-,match
R607E_4,Jumlah yang meninggal :  e. Malaria,-,-,R607E_4,Jumlah yang meninggal :  e. Malaria,-,-,match
R607F_2,Wabah penyakit selama setahun terakhir : f. Flu burung,1,Ada,R607F_2,Wabah penyakit selama setahun terakhir : f. Flu burung,1,Ada,match
R607F_2,Wabah penyakit selama setahun terakhir : f. Flu burung,2,Tidak,R607F_2,Wabah penyakit selama setahun terakhir : f. Flu burung,2,Tidak,match
R607F_3,Jumlah penderita : f. Flu burung,-,-,R607F_3,Jumlah penderita : f. Flu burung,-,-,match
R607F_4,Jumlah yang meninggal :  f. Flu burung,-,-,R607F_4,Jumlah yang meninggal :  f. Flu burung,-,-,match
R607G_2,Wabah penyakit selama setahun terakhir : g. TBC,1,Ada,R607G_2,Wabah penyakit selama setahun terakhir : g. TBC,1,Ada,match
R607G_2,Wabah penyakit selama setahun terakhir : g. TBC,2,Tidak,R607G_2,Wabah penyakit selama setahun terakhir : g. TBC,2,Tidak,match
R607G_3,Jumlah penderita : g. TBC,-,-,R607G_3,Jumlah penderita : g. TBC,-,-,match
R607G_4,Jumlah yang meninggal :  g. TBC,-,-,R607G_4,Jumlah yang meninggal :  g. TBC,-,-,match
R607H_2,Wabah penyakit selama setahun terakhir : h. Lainnya,1,Ada,R607H_2,Wabah penyakit selama setahun terakhir : h. Lainnya,1,Ada,match
R607H_2,Wabah penyakit selama setahun terakhir : h. Lainnya,2,Tidak,R607H_2,Wabah penyakit selama setahun terakhir : h. Lainnya,2,Tidak,match
R607H_3,Jumlah penderita : h. Lainnya,-,-,R607H_3,Jumlah penderita : h. Lainnya,-,-,match
R607H_4,Jumlah yang meninggal :  h. Lainnya,-,-,R607H_4,Jumlah yang meninggal :  h. Lainnya,-,-,match
R608,Jumlah penderita gizi buruk dalam 3 tahun terakhir,-,-,R608,Jumlah penderita gizi buruk dalam 3 tahun terakhir,-,-,match
R609,Jumlah keluarga yang menerima kartu ASKESKIN dalam setahun terakhir,-,-,R609,Jumlah keluarga yang menerima kartu ASKESKIN dalam setahun terakhir,-,-,match
R610,Jumlah surat miskin/SKTM yang dikeluarkan desa dalam setahun terakhir,-,-,R610,Jumlah surat miskin/SKTM yang dikeluarkan desa dalam setahun terakhir,-,-,match
R611,Apakah saudara pernah mendengar dan mengetahui tentang desa siaga?,1,Ya,R611,Apakah saudara pernah mendengar dan mengetahui tentang desa siaga?,1,Ya,match
R611,Apakah saudara pernah mendengar dan mengetahui tentang desa siaga?,2,Tidak,R611,Apakah saudara pernah mendengar dan mengetahui tentang desa siaga?,2,Tidak,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,1,PAM/Air dalam kemasan,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,1,PAM/Air dalam kemasan,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,2,Pompa listrik/tangan,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,2,Pompa listrik/tangan,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,3,Sumur,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,3,Sumur,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,4,Mata air,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,4,Mata air,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,5,Sungai/danau,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,5,Sungai/danau,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,6,Hujan,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,6,Hujan,match
R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,7,Lainnya,R612A,Keperluan air untuk minum/memasak pada umumnya bersumber dari,7,Lainnya,match
R612B,Penduduk desa/kelurahan ini yang  membeli air untuk minum/memasak,1,Ada,R612B,Penduduk desa/kelurahan ini yang  membeli air untuk minum/memasak,1,Ada,match
R612B,Penduduk desa/kelurahan ini yang  membeli air untuk minum/memasak,2,Tidak,R612B,Penduduk desa/kelurahan ini yang  membeli air untuk minum/memasak,2,Tidak,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,1,Islam,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,1,Islam,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,2,Kristen,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,2,Kristen,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,4,Katholik,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,4,Katholik,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,8,Hindu,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,8,Hindu,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,16,Budha,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,16,Budha,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,32,Konghucu,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,32,Konghucu,match
R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,64,Lainnya,R701,Agama/kepercayaan yang dianut penduduk desa/kelurahan ini,64,Lainnya,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,1,Islam,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,1,Islam,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,2,Kristen,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,2,Kristen,match
